label_gang_mem_list,pred_gang_mem_list,jaccard,subgraph_gang_label,subgraph_node_map
"['2316632892', '4122065849', '233354088', '1937924366', '1522487360', '2725922668', '961988443', '2418356262', '2164033248', '462679886', '1904357973', '1132130208', '3782582016', '2470693557', '570525913', '2464389127', '3611272462']","['1992004487', '233354088', '1904357973', '570525913']",0.1666666716337204,6,"['2087074516', '1939688341', '2364985375', '134697461', '1743796621', '3450004929', '4046123979', '1945589852', '2280261969', '3756985606', '1294269691', '3335448364', '2425618848', '3676554937', '2503582921', '1000078388', '2956902149', '797278944', '1908018394', '891900601', '3707344723', '336077698', '2320879091', '2003225658', '1992004487', '3340901400', '2316632892', '3187570983', '3670390533', '4000612853', '4122065849', '228141050', '1372088952', '233354088', '3104710623', '232707131', '570802332', '1937924366', '1522487360', '2725922668', '961988443', '2418356262', '2164033248', '462679886', '1904357973', '1094639986', '1132130208', '567842097', '3782582016', '3489252978', '547797988', '2470693557', '570525913', '2464389127', '3611272462']"
[],[],0.0,0,"['1466592831', '886617705', '153535147', '1313280822', '135066927', '1245773838', '4017122350', '3377779402', '209474886', '3111094626', '1891114837', '1480555184', '400853327', '4081301404', '2122252615', '418462619', '2552625004', '1695924436', '903689686', '2001624227', '991744069', '3133984223', '749475513', '1962167104', '351559738', '1335770576', '1028960956', '566253132', '2418583855', '183721034', '1114798338', '1967172045', '2242640187', '2796271477', '4017887737', '1697940766', '4076947666', '2162705376', '1495043229', '1018505407', '52532923', '340628432', '1433632050', '1457144503', '2924371940', '59760839', '1679787054', '3794070500', '832287178', '243543326', '2942364776', '2269106047', '70644237', '770586363', '237986514', '627665370', '1727037971', '362298445', '1473670632', '1606472379', '1417818715', '3676303264', '251981578', '153624728', '2665473850', '3470648836', '1036337475', '3739892537', '1590913770', '462797512', '1010522506', '3134164598', '153891872', '2457310272', '4101611981', '951831977', '3485190044', '142756051', '2120402993', '3418748990', '1401743914', '860849292', '1899890091', '3709247419', '1567175982', '809314263', '1611527516', '2129332158', '1556386239', '695180686', '1272314355', '1521439494', '2217289081', '3188736271', '236678097', '54431506', '1339393789', '1739856698', '1335494523', '1950360468', '1199317861']"
"['581126896', '2179686935', '1777384629', '727482382', '833474576', '4025639036', '4096417644', '4043962747', '4040670611']",[],0.0,4,"['581126896', '1788753368', '2179686935', '1777384629', '2278794242', '873553635', '1608673003', '727482382', '833474576', '4025639036', '199931897', '3426208117', '843254172', '4096417644', '4043962747', '4040670611', '1690354003', '2802415707']"
"['4136479452', '2267118666', '4014353474', '2702562679', '2372265228']",[],0.20000000298023224,2,"['4136479452', '2267118666', '4014353474', '3679716751', '2702562679', '2372265228', '2243533940', '2206935706', '1880180671', '2743004828', '864022254']"
"['4018184205', '4093990603', '3753651200', '1955485651', '1719612782', '1109374064', '2818992041']","['4018184205', '3753651200', '1719612782', '2818992041']",0.5714285969734192,5,"['4018184205', '1386064567', '4093990603', '3753651200', '1588019969', '1090665498', '1955485651', '1719612782', '1109374064', '2818992041']"
"['1872223635', '866619739', '1601418934', '1657804195', '2525083215', '1276358462', '1590305215', '4080617454', '2234161959', '1498613058', '3067180044', '635138883', '723192829', '349251249', '513277088', '773288166', '3722501946', '4135885949', '2171452762', '159160461', '4030305145', '548096897', '662246826', '440176034']","['1872223635', '105118063', '3709971729']",0.03846153989434242,6,"['1872223635', '866619739', '2323716321', '1601418934', '1657804195', '2525083215', '1276358462', '1590305215', '4080617454', '418618126', '2234161959', '1498613058', '3067180044', '635138883', '723192829', '349251249', '105118063', '868307611', '513277088', '773288166', '3722501946', '1592085415', '4135885949', '2171452762', '41966845', '556684040', '159160461', '3709971729', '4030305145', '548096897', '2637154661', '662246826', '440176034']"
[],[],0.0,0,"['1741004062', '2251763746', '2511759480', '2218508648', '2712222921', '2527581308', '831004761', '496495800', '2663499911', '80881780', '601331081', '2836300407', '412777975', '1014160132', '1135193060', '1073172880', '4058068462', '1692178601', '1333382608', '412101976', '1705549121', '177680465', '207856161', '664694309', '2040204122', '1610480742', '2680788203', '2736853681', '1573798202', '1240930120', '1460272123', '510184655', '1941018403', '1666773503', '816425602', '2365204013', '2329841716', '694485800', '1143493804', '2977397800', '1598456794', '2446442403', '1484434681', '2252967121', '2857597100', '2472376309', '1385019400', '898303341', '930724282', '2039918110', '303376135', '1510943228', '2853365320', '955266501', '550277215', '675397028']"
"['2598087932', '4101814853', '3141784264', '2609392474', '1552506185', '2468152164']",[],0.0,6,"['2598087932', '4101814853', '4035847348', '1490138321', '1787467888', '3148855237', '1697456660', '772731553', '3141784264', '671215026', '2680306035', '2609392474', '2138337502', '1802502740', '2844613813', '2582299480', '648335318', '1137057607', '1604244386', '1070897119', '394163545', '3777360628', '249996362', '1552506185', '2994104320', '1963463522', '1279810780', '744853513', '1883300152', '680677133', '282924255', '2794997801', '1757981437', '465637785', '1447241868', '1787365508', '736802739', '287388251', '1779069201', '4014197683', '1408666323', '2855789040', '2639553319', '3053793327', '1115953229', '2468152164', '594520287', '1030750304', '32059295', '3170079514', '2175971778', '2839426260', '545438897', '2893573807', '279115172', '2857851039', '1604853070', '4454987', '1531994762', '216824332', '2325720819', '2799525565', '1852629182', '3127302353', '310971835', '300199602', '2714109917', '1398606764', '3037442235', '246888671', '4094089383', '554352786', '3637938554', '719054609', '1072981977', '1037329751', '639759078', '796346764', '1206168763', '64301373', '706516401', '578355860', '818567318', '1285066528', '3129658816', '2615465525', '1705975949', '914040260', '2258606802', '692098204', '3374419342', '2051148166', '246764115', '2911495107', '1099767627', '2112549253', '1395677822', '1402343158', '2312269260', '169407796', '2092371525']"
[],[],0.0,0,"['1145659520', '184401071', '3058194935', '1780287117', '949049483', '1898614519', '1187309362', '1288180938', '1219139219', '834234777', '227030813', '1330920315', '2224909104', '1652272723', '1447648728', '2701340480', '258397572', '3166002058', '2181042101', '1091647977', '428475229', '1852205540', '1028805811', '1040436182', '1462006892', '2255721929', '2912157982', '3127257393', '548925858', '765074271', '2644246621', '2327559134', '3690754132', '2256403942', '594466807', '3781298743', '1954425876', '2966067016', '3437234164', '2426489741', '951138880', '872566101', '102830645', '3464104481', '3127130419', '3172359802', '3373273375', '580470419', '2209068045', '1378977855', '2359457322', '905307700', '253216668', '2591855008', '2340348634', '3643501561', '853778430', '1644880835', '1213630076', '4023613934', '1770798164', '2047442217', '2746028606', '1097636731', '1293927521', '3300150804', '544054902', '3662417690', '1634840823', '2745762147', '740357603', '4003452881', '2881739141', '1567918829', '3685373825', '1966502681', '524445098', '2143684464', '803683698', '1737167663', '1270255895', '3155356186', '1649089003', '1898128881', '1278972100', '882832244', '2113021501', '1727488344', '1874625872', '2061691015', '2777660468', '2709921549', '4162584854', '2649214703', '1948221506', '1969509543', '1843723122', '906542230', '715248863', '3166981064', '3405121288']"
"['1308438325', '466620527', '1458834667', '929692552', '2913221910', '4023575205', '4123447149', '3320886240', '2103551234']",[],0.0,4,"['1308438325', '132940667', '466620527', '1458834667', '1225131967', '3308397829', '2641445605', '827355929', '2270368300', '2748200574', '254280255', '2182985084', '1485201027', '1806921010', '1022330683', '2735483920', '2141640820', '2108676502', '2464592555', '2504221151', '537324937', '2008451336', '929692552', '2734912380', '1881404388', '4038041096', '369164775', '246358289', '2913221910', '3333192068', '339924051', '4023575205', '855881772', '2035353817', '260327667', '4103179977', '2285096359', '3346788070', '1989504340', '3420027470', '4123447149', '865990218', '790047641', '1522025217', '184816956', '757390821', '1936396334', '1042393701', '758640993', '1339393316', '613163118', '1881723942', '2816612738', '375911071', '2696370419', '3112505646', '4073424789', '2847632062', '1957437163', '37575391', '743018813', '2899944727', '1837420665', '3320886240', '1209378649', '1449743526', '348055396', '1363142734', '901259071', '2416121013', '1478834815', '2103551234', '2793234979', '1754830061', '4038898065', '1170457191', '200652378', '1689960340']"
[],[],0.02173912525177002,0,"['1117330102', '327337149', '3452008267', '363454262', '325284258', '2836216900', '1723181861', '621331923', '1942361902', '1035761769', '37632205', '2413966613', '963487409', '3365933969', '2964642265', '3608744143', '1006977336', '2067259481', '574172180', '1891063003', '568151568', '1838680225', '309430579', '3762618518', '1835666328', '1384070308', '232974061', '929313701', '1662744928', '40671204', '2306361516', '1417568540', '1012483231', '607735134', '1260737441', '1555714572', '1349991870', '2057985887', '2846350102', '1509682902', '201858944', '1761234171', '1816063510', '907798662', '1737261948', '1049028970']"
"['2837735216', '529414584', '201121978', '2104037024', '3405943120', '3320124510', '4019871030']","['529414584', '2104037024', '3405943120', '3320124510', '4019871030']",0.7142857313156128,2,"['2837735216', '529414584', '201121978', '2104037024', '820520357', '2231009939', '814055636', '4158895706', '180876230', '3405943120', '2510577248', '2466066249', '289131166', '1915291585', '2217130347', '3108944218', '3320124510', '4019871030', '2610496865', '1408401086', '963534177', '2461047720']"
[],[],0.0,0,"['1315381445', '1434218763', '3144531726', '2270812263', '1099039263', '3675478553', '1148649809', '736140094', '2289899223', '1036141836', '1350200064', '1730703692', '1375403138']"
[],[],0.0,0,"['692134171', '976265980', '782968184', '1484354261', '429989415', '1927734621', '2159248562', '3044140629', '1588661123', '3751357512', '460425160', '3443286977', '1857853061', '730396829', '1313596420', '1308524338', '1684247900', '763477212', '3351683893']"
"['1811155892', '1447232317', '480924630', '4138692634', '2058531975', '573763261', '1016125358', '1057053095', '1904843149', '1817295944', '855955287', '4106313411', '1482921634', '4142820336', '4126304158']","['1324536232', '480924630', '2058531975', '573763261']",0.1875,4,"['1811155892', '1447232317', '1339281698', '1324536232', '480924630', '4138692634', '2058531975', '573763261', '1016125358', '1057053095', '3634009992', '1904843149', '1300755742', '1673548039', '2638598178', '1817295944', '855955287', '4106313411', '1482921634', '4142820336', '2063827428', '4099871419', '879197606', '2637744978', '1247365722', '4126304158', '2855933907']"
[],[],0.0,0,"['2761921900', '768321117', '2091421821', '2099174601', '967902444', '741942440', '1375107866', '708488033', '2694471833', '894818201', '2611396605', '2069395802', '1057565516', '1198538200', '1559743705', '1531179017', '1009646660', '2012084980', '1635247040', '1136612680', '917409331', '560571505', '1513551500', '2477428918', '1796166944', '443483735', '3650353213', '494848640', '738176919', '2657703944', '1598262611', '1427691281', '1340251911', '1382729260', '776518420', '2179284700', '1126419125', '1084273017', '145713421', '1978768281', '1276111572', '2590275900', '2047657210', '2711882940', '728721860', '2925081040', '2374296388', '1977076581', '2774350808', '2363948866', '696615013', '2058650890', '1627069912', '153313642', '1024747527', '3418179750', '2991776851', '1870263587', '2300254383', '4121037030', '1038980909', '2473039480', '2198074743', '801138265', '3333342890', '1219415330', '3439178121', '2945132500', '2704050280', '1087790607', '2276262508', '202084247', '591972022', '2086456063', '1084024921', '1383795403', '3362608999', '2655603318', '2905774823', '3302533256', '612583283']"
[],[],0.0,0,"['1690597807', '2061696716', '2871414228', '1385112739', '9244322', '2424104206', '2001555272', '1030382935', '137297164', '3610248630', '492964290', '2335280028', '2611348122', '1778445120', '2209247111', '2625744927', '2339691105', '89289550', '998892041', '2354083622', '1515317269', '39413746', '1276241383', '2361921468', '608285513', '51512644', '3450856491', '631761209', '1350446418', '820229361', '765953249', '439939039', '1335759535', '868318876', '2501890802', '1090066902', '1952277003', '2874954861', '879663676', '1934904391', '878762501', '2377065540', '3114348673', '188023021', '1007023226', '457433823', '845707539', '2137645365', '4002928099', '270270939', '1721087429', '280961095', '2532405323', '1880317942', '2163656768', '1170734824', '3608758534', '3152120414', '117624205', '653348294', '2890102025', '605106252', '2146250039', '2192151385', '1261868028', '1841413888', '2453125629', '3498342163', '508411369', '2084399170', '2093784703', '3156635489', '2486307751', '1653482465', '2245952301', '2627152921', '1906751276', '477404292', '3747426638', '3749065802', '3188363503', '1680743529', '492618379', '2017999947', '1654993543', '3430513908', '2917121539', '1963205660', '875338670', '976052974', '3407791722', '2092591042', '609886981', '1110650774', '1519055670', '1493972821', '117747347', '868359996', '489674620', '2380337173', '4093086670']"
"['4079283801', '2181561893', '2173589739', '917903916', '23392727', '2872186847', '1463602468']",[],0.0,8,"['4079283801', '2181561893', '2173589739', '2154100011', '917903916', '2621447804', '23392727', '2861505010', '2872186847', '3655530977', '1463602468', '532716927', '1592655709', '3768172902', '525836293']"
"['1781218045', '392254349', '995743458', '2429311535', '1074222567', '726914842']",[],0.0,10,"['1781218045', '608530270', '1176951227', '392254349', '995743458', '3127175705', '1869707281', '1965528174', '1652706760', '2004290326', '2368100078', '1189123428', '2429311535', '2366907330', '1106951940', '748666966', '69790080', '1197731624', '2787405364', '968089460', '2150138520', '1447970833', '4078624097', '2578858928', '673403528', '1394804741', '1026686006', '1759528232', '3396251748', '2977539560', '1074222567', '961964018', '2162322401', '3493323244', '766686797', '1818776100', '1636698724', '1381950001', '1032497227', '3175278806', '4033630822', '2757252463', '2339420216', '2225808731', '1213881341', '2147990461', '1955723114', '2316108577', '2460770702', '938195430', '726914842', '1716715026', '2107057626', '2618450605', '1141500863', '646323244', '2605896702', '2688031654', '2217348840', '1162575403', '194283080', '1957627128']"
"['1900458090', '543416018', '1630755109', '3671648478', '1935236268', '573524534', '573604552', '3111814802', '2480567473', '3392660670', '1974798468', '2461237551', '920550949', '4048577497', '1391865073', '1994971978', '1736486431', '2667973713', '2989442150']","['573604552', '4048577497']",0.10526315867900848,4,"['1900458090', '543416018', '2686875537', '1630755109', '2609684061', '2997193581', '3671648478', '2288126444', '1708951364', '2857222580', '701544519', '2588819500', '2236409240', '2068444825', '2960017215', '1935236268', '573524534', '3690700248', '2718540874', '2932303380', '573604552', '3111814802', '938808332', '1616807322', '462141600', '2494619406', '3154774818', '1087864082', '2480567473', '585129325', '2133138093', '1525204221', '408022825', '923036905', '1332134523', '1383604946', '1706829740', '1456757722', '2920798213', '3392660670', '2150902535', '2479181342', '1886304622', '1499760780', '1573913173', '2233517929', '253454113', '3678651879', '962332416', '262738469', '4128158314', '3480376948', '1383888107', '931286018', '1702410093', '1974798468', '2386847474', '939921459', '490138846', '2985181829', '2534200660', '718077974', '108516036', '2977567671', '2403046984', '2461237551', '2708702421', '1291274778', '3670494128', '1293015980', '90778911', '1449849233', '1408638571', '920550949', '3476334307', '1151517230', '4048577497', '211977873', '1391865073', '1206413102', '3053063150', '1994971978', '1924397881', '2479445308', '1276527421', '1736486431', '2732083351', '1337080769', '2667973713', '2989442150', '2122985871', '2286794628', '15076243', '194838460', '1448225254']"
[],[],0.0,0,"['2572089445', '1671126204', '755526121', '3678838391', '3430509825', '1719997387', '2472475906', '1137637241', '2747505304', '2725004366', '1387170986', '1979330584', '1134717077', '1658569544', '63454128', '21798977', '1508465708', '1535038135', '1517090903', '2906797215', '2272316845', '1289651163', '2157006923', '1713733377', '2992113463', '1740883507', '692384802', '1886038098', '1245038955', '984173201', '1479223507', '1527291486', '567636708', '544896756', '3463867682', '3686600239', '1991335181', '1677843462', '45866522', '1453276674', '1622303126', '2380925209', '1189180126', '772381820', '2325088838', '88336784', '2788138147', '2472455626', '1503969320', '2843273719', '2033384002', '3485064252', '3677618463', '1662481210', '1396710485', '84453348', '2292190534', '885674585', '1087864103', '1872609481', '1734679577', '79271489', '796495138', '4063936474', '1820458662', '1626250318', '1084364401', '2246163876', '1823161478', '2285412325', '1964899788', '1992986483', '521316057', '533444509', '2596044280', '2657250035', '1648363481', '1359147834', '2976015733', '775987956', '1967983718', '381060092', '3696039983', '1295128307', '179506252', '1523313691', '1478762404', '4082138600', '1275274674', '4094273121', '2186342563', '4102451800', '1328603363', '1104961141', '3121872597', '751754026']"
[],[],0.0,0,"['2540068715', '1465043903', '1731310216', '2964792680', '744698481', '2845161138', '1302456636', '2046680360', '2176757440', '1489891744', '1371008083', '1193201961', '3125229617', '817176862', '1820608181', '2860560762', '2298171332', '1078680862', '1431687621', '3364791282', '946278127', '2465223484', '1135516741', '698886401', '1455192839', '2575997041', '144177585', '167154335', '1936593201', '697065080', '1664366615', '911713202', '2570038107', '1687620943', '1119325116', '2410359760', '903782955', '1509942903', '1678718739', '1633000614', '2164544580', '2819006309', '1035098383', '694816737', '1317724912', '3044128856', '1530949582', '1092177877', '1524613730', '1271630767', '2668833500', '852859963', '2188722380', '1055268710', '1798692305', '1190719261', '2546022301', '1204107627', '2527531932', '777935728', '3407909624', '856501916', '2056099637', '2997854020', '664256461', '197506879', '155939119', '602785708', '1741128083', '1889415677', '2550858722', '3042033705', '2177154806', '209240063', '2628547922', '1869230309', '1399763563', '2693676941', '395369073', '525938615', '137982734', '2698295030', '1193421281', '671133578', '805792010', '2704843983', '1165609603', '1300525684', '2147704898', '1199456133', '210534334', '463237626', '1435177737', '2975089701', '2757240682', '628585069', '778135545', '2579292333', '2010203441', '1000777841', '3382517213']"
"['2824772653', '1177403199', '2460637662', '643265990', '3653950219', '383654981', '3631654955', '1400472122', '1167170133']",[],0.0,3,"['2824772653', '1177403199', '2460637662', '643265990', '3653950219', '2865049737', '1078809773', '1878149081', '1106584105', '383654981', '969769621', '4031736463', '1208450589', '2521809004', '3631654955', '856230061', '187154393', '1550196134', '1667346022', '3189843219', '2877435333', '1583101288', '1400472122', '3631654043', '3185363076', '2252562911', '1167170133', '2937688417', '2314969663', '442971569', '5030373', '2010953868', '2567908257', '1950797316', '1560233654']"
"['488286716', '357258215', '1918635052', '3672399043', '456635768', '1280496753', '2373203354']",[],0.0,5,"['488286716', '357258215', '1432790815', '679393183', '1790903233', '707903388', '1918635052', '219307301', '1016341231', '3672399043', '456635768', '1280496753', '2373203354', '1832236247', '2824126876', '2098888634', '447326562', '843696260', '172008115', '216264366', '3143454692', '1779681759', '1622666804', '1932223384', '2166113700', '1322069108', '889590818', '726759054', '2813667005', '3691081033', '2320527841', '2519029441', '1986349987', '2852728565', '2455133131', '1789855305', '1594609998', '2866291838', '2014861021', '3359918318', '3183034298', '1442464685', '2550824206', '2103013433', '173329975', '2643991061', '736838362', '1566693826', '1990611182', '1724463731', '2704324283', '2138801620', '238171938', '281780715', '1357028918', '1304487730', '563814773', '3117986925', '1887873617', '2324412316', '2253715475', '1020565241', '946340328', '1208240603', '1912674773', '250233682', '896903577', '97092149', '2020536863', '3107240375', '1159309781', '2885502780', '657617821', '414303563', '2546374415', '3697047538', '1570484444', '1047627182', '4033559918', '800166270', '3350240043', '573504565', '2162954109', '4049869494', '1249454700', '2461646131', '1417395538', '2406666624', '355595060', '2385988878', '3483484329', '198457144', '360012610', '1752323451', '3102195204', '3611615470', '645153385', '56938639', '1559974183', '2049088480', '234544550']"
[],[],0.0,0,"['3041772514', '1491331308', '605914974', '1669843366', '2293068564', '866241613', '636111023', '2157481223', '1046025500', '868778448', '248996663', '559319114', '2656583967', '2511986016', '44561665', '2357793230', '653000700', '2546666442', '1967632234', '668275069', '1449300233', '1229439373', '3337514344', '627418283', '2442196155', '1799411125', '2908315624', '2693663582', '1140161853', '74125147', '1785192363', '600748887', '1459235277', '1611236522', '1652366835', '1998690305', '271821762', '3400238232', '2890241341', '4156704283', '2668672342', '196574271', '1409500626', '870179662', '2551554357', '338312152', '3162584153']"
"['2282185643', '793211336', '1005114935', '2597046409', '1947656471', '1819505856', '1007681904', '3431711224']","['1005114935', '1947656471', '227546911', '1819505856', '1007681904', '3431711224']",0.5555555820465088,17,"['2282185643', '793211336', '2248365550', '1005114935', '1496287448', '1765464850', '1115725344', '3783262316', '373470394', '2595428902', '497111825', '2597046409', '407795145', '3677617921', '1597015671', '2241228152', '213271723', '2205124706', '2888110552', '835311205', '2886046020', '3155705917', '1947656471', '2413812541', '227546911', '884242590', '1099994606', '2864864128', '1110913698', '2204513784', '3313054805', '1819505856', '1007681904', '2268326283', '573905943', '2055651385', '2579541681', '2664991140', '2316193036', '895586923', '1231184273', '2599051006', '1348344800', '3433271753', '3431711224', '4093890176', '581831790', '2082008829', '78692462', '1904997157', '1662935881', '1538654478', '1766142745', '3436455763', '1975820962', '726848740', '93666463', '1927792487', '1019227501', '1420820626', '62125839', '3704007424', '2761088980', '2796348063', '4085491884', '2327478204', '4104073446']"
"['1458433779', '1095357291', '827774250', '66449908', '3617777508', '902673807', '182211957']",[],0.0,2,"['1458433779', '1095357291', '827774250', '66449908', '3306330306', '1702340149', '3617777508', '902673807', '2668874220', '182211957']"
[],[],0.0,0,"['3647849173', '1533450627', '2079279037', '1328685819', '4079817018', '440033287', '4137188232', '500169815', '2298629493', '2251784690', '82956124', '2546021140', '1025746938', '1311839431', '3353662306', '2098539313', '1329147141', '848289080']"
"['192022396', '1004541304', '522438178', '4059750119', '301665837', '4077390760', '3031808046', '1766777092', '2741228708', '1936949553', '4137089217', '1208921294', '44451276']","['192022396', '1004541304', '522438178', '301665837', '4077390760', '3031808046', '1766777092', '2741228708', '1936949553', '4137089217', '1208921294', '44451276']",0.9230769276618958,3,"['192022396', '1004541304', '2875442560', '2536530822', '1483305601', '1648707985', '2405826009', '522438178', '614495555', '2213762558', '2050827621', '654203100', '4059750119', '2332941639', '2693428077', '885425997', '1226030641', '1504751725', '897404143', '2868365282', '2483046139', '4127207669', '1223010801', '56613528', '2044242421', '2341084918', '244085747', '301665837', '4056025518', '7445055', '4124497586', '964056072', '4077390760', '1264141281', '1676442874', '3340005778', '1963704136', '2958525205', '556191000', '3348597515', '2178191567', '2587006729', '3031808046', '264991392', '1524715219', '1529739942', '2255113742', '2070427123', '105029792', '1914679130', '392593692', '1782166797', '1782219607', '2757395906', '28270673', '806096441', '399755881', '3675656563', '3500109520', '1766777092', '3104594602', '2290870641', '1763378070', '523418364', '1031355210', '2741228708', '1936949553', '4087761834', '1403562653', '3332214263', '4137089217', '1827860622', '1170463855', '2330806962', '1602482560', '258440938', '1208921294', '1712282194', '1598753224', '97406703', '149770884', '2732859520', '1599638720', '532584531', '408823479', '2360740394', '2570553733', '1319914484', '3145966728', '181251268', '2065941561', '2286646241', '44451276', '2157737324', '580915472', '877658663', '2839366024', '4054971311', '1499415163', '2168077840', '3353543434']"
[],[],0.0,0,"['877166630', '1326260730', '1282540576', '906252060', '1371154166', '1674350308', '2143842219', '1106528127', '453151427', '1284098431', '1076731203', '1498566206', '828945856', '956812930', '2968879328', '1765746440', '1956511569', '2332850412', '2542413836', '2710115018', '1096534510', '2275780914', '1326996382', '2728888271', '3432511565', '2426371117', '2574364231', '3488842612', '1406581831', '1655324262', '613801451', '3706933313', '3481163409', '716077036', '1006286831', '2199609608', '2919482244', '620568319', '1351949702', '2877081240', '1467512908', '1661646118', '1111856668', '1714845606', '268558494', '2149761431', '1466726422', '1140458422', '221320226', '1301242874', '1837924177', '2288369422', '2124089674', '911763306', '840204321', '1603250539', '272738401', '3172258070', '717422026', '3691765506', '3616671924', '213410377', '2890090424', '950702781', '1821616361', '10759778', '2032097122', '394274801', '2527331614', '1494748434', '2309129613', '2271622230', '2148707081', '3168476517', '2085828229']"
"['4114364755', '3334529847', '558478174', '1947753324', '1710349053', '1165830457', '3434757598', '2415928927', '2421514273', '3318551338', '611492655', '4008815102', '596159524', '3459122233', '2466863458', '4127283597', '2490580950', '1970645755', '2582136472', '1141001598']",[],0.0,3,"['4114364755', '3334529847', '558478174', '1947753324', '1710349053', '739719582', '1165830457', '3434757598', '2415928927', '2421514273', '3318551338', '2749318428', '2332873566', '2452234666', '1079708342', '2547602067', '611492655', '1956451021', '361050704', '4008815102', '1991559695', '504513609', '3129853303', '1909581155', '713762271', '596159524', '3501049549', '3459122233', '1922962463', '1369339819', '1900085449', '826099085', '2466863458', '2328673355', '1495328085', '1436084605', '199945045', '378816427', '2612087181', '1177309451', '4119064267', '1445941361', '2773284946', '1302001874', '4004385615', '3039005464', '435822208', '4127283597', '1982411111', '1149423728', '2208056584', '2249985280', '3715691838', '1106260481', '2490580950', '363821764', '1970645755', '116126401', '1787236214', '2469413877', '2018771681', '2211413694', '3709656936', '1160973106', '3467111548', '4162432403', '2675467026', '2582136472', '795770497', '2294335038', '1399958976', '971969475', '304341905', '520285415', '1751938580', '2839426876', '2077935153', '2749359984', '3665589963', '2419796633', '3455440674', '568515562', '79304310', '2074489414', '596547255', '3425746823', '1690903458', '1203726345', '1141001598', '1055312986', '2255060881', '928738638', '382557473', '295677066', '2415981810', '1099823902']"
[],"['640291471', '3164489487']",0.019801974296569824,0,"['1129338904', '2383478040', '56986938', '2932278532', '2520822519', '1847086439', '236255766', '3493252495', '1945545326', '1149857527', '1770292525', '1154416935', '660328814', '1306172185', '3144218303', '3667302590', '2884782264', '3653960863', '2842857818', '1469933512', '3621098715', '2234227481', '3743988412', '1643761256', '726815605', '1067500086', '640291471', '887536690', '1019067320', '3449458888', '1588805935', '4069835106', '1300640215', '1428196241', '909308737', '3615295313', '442225545', '1972402782', '4141826616', '3173750918', '897254234', '686863643', '2181798386', '626198607', '1583393304', '2025313517', '1173876311', '2384195401', '2748690855', '2114545562', '756625534', '2893929801', '3107031901', '920416780', '1821877288', '1830724839', '2104587170', '1816591929', '2262167600', '1864102623', '1677761900', '2531273423', '565585045', '2008387046', '2124800230', '2761429822', '2971375268', '902646761', '2253632729', '1190110777', '2518171322', '2775411322', '1860094441', '1144473242', '650635140', '3158827041', '3685910688', '378784744', '4160748961', '1623227534', '1611449019', '1942372071', '2388827940', '968800731', '1916280475', '2727095363', '49381797', '653513497', '588996260', '1268773730', '260194923', '2353718073', '2539009780', '3164489487', '34504455', '743719698', '3124800192', '805549080', '2549924831', '2646869601', '1741832761']"
"['1894496334', '1948283984', '543182639', '1900923849', '2257998190', '749896309', '2150521754', '2717102104', '2638521646']","['749896309', '3697770509']",0.10000000149011612,6,"['1894496334', '1948283984', '2432529801', '3613546677', '589511060', '1737204221', '2889701524', '164079898', '841314040', '1099416823', '28811425', '740727529', '600827997', '1739034561', '543182639', '1706018444', '1964426641', '1900923849', '1954119513', '1201208673', '837587100', '2076190467', '1739933960', '2579275432', '1790389008', '2257998190', '2968371461', '856986542', '2306633482', '1747110326', '1610066134', '749896309', '101170267', '282932382', '2292175820', '2064673648', '1791870620', '3113013391', '2503899455', '4031965783', '200762737', '2995789640', '937243785', '4043935125', '946056304', '2983935046', '1273530068', '2029751309', '2150521754', '3651629159', '3057720007', '1240612112', '168682235', '1089928498', '1735735333', '4136400501', '2689201929', '4122385431', '2236345775', '2273202371', '4098712104', '2424166442', '1153049203', '361723536', '411379922', '723038020', '2194331533', '3030835824', '2724392248', '1176150299', '4031463696', '3418517798', '958800925', '3697770509', '304325534', '2109986475', '2717102104', '714712018', '2050099622', '3162200670', '2638521646', '1083570850', '2650270907', '821165478', '2600322770', '670221516', '2836487932', '1773665262', '258698352', '1495964223', '894311773', '2401517021', '2188751171', '397877244', '3454255163', '313327179', '1319575180', '1178107984', '2097453830', '3617909875', '1807779087']"
